Field Key,Extent,Age as at 31/03/24,Field Key,Month,Yield_Month,Green_Leaf_Month,Extend,VP/SD_m,Date Last Pruned_m,10/1/2025 0:00,% on Divisional Extent,Plucking Round - Months,GL/Ha/Rd -Month,GL/Ha/Rd - Todate,Nitrogen per Hect- Month,Last 12 Months Nitrogen,Last 12 Months YPH - Nitrogen,Last 12 Months Nitrogen Ratio,PH Value,Foilar spraying Rounds,Plucking Average - Month,Plucking Average - Todate,LPH - Month,LPH - Todate,Green Leaf Todate,Extent Plucked To Date,Plucker To date,Wedding Date,Weeding Days,FERTILIZER_Less than 800,FERTILIZER_800 - 1400,FERTILIZER_1400-1900,FERTILIZER_1900,Yeild_Total,Green Leaf_Total,Month,Year,AirTemp_Max,AirTemp_Min,SoilTemp_Morning,SoilTemp_Afternoon,RH_Morning,RH_Afternoon,Sunshine,Evaporation,Rainfall,WetDays
4,8.09,17,4,Sep,176,6328.177778,8.09,VP,"Nov,2022",35,0.056955787,16,7.10754,10.56474,160,240,1906,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,35798,129.44,1367.5,45840,121,310,1550,4,6200,2175.278121,78213.33333,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
5A/1,5.7,31,5A/1,Sep,195.087719,4942.222222,5.7,VP,"Sep,2021",49,0.040129541,20,4.912281,8.355263,0,80,1826,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,22757,114,952.5,45783,44,310,2507.9,3,7523.7,2035.087719,51555.55556,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
5A/2,7.62,29,5A/2,Sep,168,5689.6,7.62,VP,"Nov,2021",47,0.05364686,19,3.910761,8.077773,0,80,1616,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,28523,144.78,1169.5,45783,81,310,1767,4,7068,2049.606299,69413.33333,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
5B/1,4.18,30,5B/1,Sep,176,3269.688889,4.18,VP,"May,2024",17,0.02942833,34,4.30622,5.389811,240,400,1964,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,22183,142.12,766,45765,196,310,2362.2,4,9448.8,2283.732057,42426.66667,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
6A/1,2,12,6A/1,Sep,176,1564.444444,2,VP,"Apr,2023",30,0.014080541,33,4.666667,6.939394,160,400,2558,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,13505,66,458,45818,143,310,1116,4,4464,2375,21111.11111,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
6A/2,2,36,6A/2,Sep,240,2133.333333,2,VP,"Feb,2025",8,0.0141,26,5.833333,6.471154,160,240,1693,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,6810,52,336.5,45911,50,310,923.8,4,3695.2,3433,30515.55556,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
6A/2/1,2,42,6A/2/1,Sep,128,1137.777778,2,VP,"May,2024",17,0.014080541,28,6.583333,9.892857,240,480,2473,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,13208,56,554,45779,182,310,620,4,2480,1391,12364.44444,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
6B/2/3,3,30,6B/2/3,Sep,256,3413.333333,3,VP,"Oct,2021",48,0.021120811,33,7.933333,10.535354,160,400,2956,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,23531,99,1043,45783,249,310,1295.8,4,5183.2,3200,42666.66667,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
6B/4,3,17,6B/4,Sep,228,3040,3,VP,"Feb,2025",8,0.0227,23,2.992776,2.934446,140,300,1193,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,4851,74,218,45905,56,310,930,4,3720,2850,38000,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
7,3,12,7,Sep,176,2346.666667,3,VP,"Apr,2023",30,0.021120811,35,4.611111,5.542857,160,480,2572,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,20121,105,582,45783,178,310,620,4,2480,2233,29773.33333,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
1-Jul,3.73,7,1-Jul,Sep,112,1856.711111,3.73,VP,"Sep,2023",23,0.026260208,35,4.110813,6.641134,160,400,2550,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,24907,130.55,867,45788,173,250,567.5,3,1702.5,1420.643432,23551.11111,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
7A,1.54,43,7A,Sep,48,328.533333,1.54,SD,"Oct,2024",12,0.010842016,35,4.935065,4.471243,160,160,1087,14.71941122,14.71941122,3,25.68421053,24.54356846,4.935064935,4.471243043,5915,53.9,241,45783,301,250,600,4,2400,492.298701,3369.511111,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
1-Aug,6,12,1-Aug,Sep,195.833333,5222.222222,6,VP,"Apr,2023",30,0.042241622,23,8.416667,10.576087,160,240,2504,9.584664537,4.35,2,21.90594059,27.37923947,8.416666667,10.57608696,39960,138,1459.5,45947,14,310,620,4,2480,2035.833333,54288.88889,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
2-Aug,6.55,6,2-Aug,Sep,160,4657.777778,6.55,VP,"Oct,2023",24,0.046113771,18,6.92112,9.126378,160,240,1800,13.33333333,5.11,2,23.34558824,28.94423792,6.921119593,9.126378287,31144,117.9,1076,45884,77,310,1860,4,7440,2000,58222.22222,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
9,6.45,18,9,Sep,88,2522.666667,6.45,SD,"Oct,2022",36,0.045409744,22,6.472868,7.811839,160,160,1821,8.786381109,8.786381109,1,20.30538922,23.18899414,6.472868217,7.811839323,25705,141.9,1108.5,45783,55,250,385,4,1540,1100,31533.33333,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
9A,2,18,9A,Sep,160,1422.222222,2,SD,Nov.2022,36,0.014080541,21,9.5,11.619048,80,240,2222,10.80108011,10.80108011,2,19.76315789,23.40163934,9.5,11.61904762,11420,42,488,45783,23,180,1161,3,3483,2000,17777.77778,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
9A/2,2.4,23,9A/2,Sep,12,128,2.4,VP,Rev 2022,41,0.016896649,4,0,8.333333,40,40,69,57.97101449,4.82,0,0,0,0,0,227,9.6,80,45783,53,180,225,4,900,150,1600,Sep,2024,24.1,14.5,22.3,24.6,92.4,83.1,3.9,1.3,99.4,11
10,2.67,35,10,Oct,212.5,2521.666667,2.67,SD,Feb.2025,8,0.018797522,17,4.822097,5.155321,140,220,1544,14.24870466,14.24870466,3,25.04854369,22.5042735,4.822097378,5.155320555,5266,45.39,234,45783,178,180,360,3,1080,2500,29666.66667,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
10/2A,3.6,37,10/2A,Oct,0,0,3.6,VP,"June.,2024",17,0.025344973,23,7.12963,8.629227,160,320,1760,18.18181818,5.72,2,30.42857143,24.89293212,7.12962963,8.629227053,17786,82.8,714.5,45939,22,250,750,3,2250,974.666667,15594.66667,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
3-Oct,2,12,3-Oct,Oct,170,1511.111111,2,VP,"Apr,2023",30,0.014080541,27,9,9.5,160,400,2477,16.14856681,4.4,3,24.55555556,27.34697856,9,9.5,14029,54,513,45824,137,310,1317.5,4,5270,2000,17777.77778,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
4-Oct,1.25,48,4-Oct,Oct,119,661.111111,1.25,VP,"June,2024",17,0.008800338,21,10.4,9.333333,160,320,1871,17.10315339,4.39,3,17.35897436,25.12244898,10.4,9.333333333,6155,26.25,245,45918,43,250,500,4,2000,1124.2,6245.555556,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
11,6.48,31,11,Oct,187,5385.6,6.48,VP,Oct.2024,14,0.045620952,35,4.73251,5.95679,160,240,1163,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,29229,226.8,1351,45788,173,310,2030.5,4,8122,2200,63360,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
1-Nov,2.98,6,1-Nov,Oct,170,2251.555556,2.98,VP,"Oct,2023",23,0.020980006,22,10.626398,16.015863,160,320,3001,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,24854,65.56,1050,45903,58,310,2008.8,4,8035.2,2201.342282,29155.55556,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
11/1A,2.27,24,11/1A,Oct,238,2401.155556,2.27,VP,"Apr,2022",42,0.015981414,20,11.306902,18.11674,80,240,3273,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,17433,45.4,822.5,45783,52,310,930,4,3720,2800,28248.88889,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
12,6.39,17,12,Oct,136,3862.4,6.39,SD,"Nov,2022",35,0.044987328,34,4.042775,5.237964,160,400,1758,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,28154,217.26,1138,45783,183,250,667.5,4,2670,1600,45440,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
1-Dec,4.25,7,1-Dec,Oct,238,4495.555556,4.25,VP,"Oct,2023",24,0.029921149,25,13.823529,16.475294,320,560,4441,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,47630,106.25,1750.5,45931,30,310,1156.3,4,4625.2,2800,52888.88889,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
1A/1,4,21,1A/1,Oct,241.25,4288.888889,4,VP,"Jul,2022",38,0.028161081,22,7.833333,9.420455,160,320,2352,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,20801,88,829,45931,23,200 Kgs.,180,250,310,2350,41777.77778,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
1A/2,4.09,23,1A/2,Oct,184.899756,3361.066667,4.09,VP,"Apr,2022",40,0.028794706,22,6.356968,9.274283,80,320,1930,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,19279,89.98,834.5,45931,30,250,1000,3,3000,1779.462103,32346.66667,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
1B/1,2.31,23,1B/1,Oct,265.87013,2729.6,2.31,VP,"May,2022",40,0.016263025,19,10.606061,8.98838,80,240,1718,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,10059,43.89,394.5,,80,250,1022.5,3,3067.5,1859.74026,19093.33333,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
2,5.24,36,2,Oct,153,3563.2,5.24,VP,"Jan,2025",2,0.0369,11,0,4.510756,0,80,618,12.94498382,4.39,0,0,21.56923077,0,4.510756419,5608,58,260,45945,16,250,1625,4,6500,1828.625954,42586.66667,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
2A,6.5,31,2A,Oct,153,4420,6.5,VP,"Jan 2025,",2,0.0458,16,0,4.980769,0,80,920,8.695652174,4.66,0,0,20.91505792,0,4.980769231,10834,104,518,45934,27,250,577.5,3,1732.5,1784.615385,51555.55556,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
3,5,37,3,Oct,0,0,5,VP,"Aug, 2024",15,0.035201352,21,7.066667,7.585714,160,240,1505,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,19434,105,796.5,45799,162,250,1310,4,5240,1496.8,33262.22222,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
4,8.09,17,4,Oct,187,6723.688889,8.09,VP,"Nov,2022",35,0.056955787,16,7.10754,10.56474,160,240,1906,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,35798,129.44,1367.5,45840,121,310,1550,4,6200,2175.278121,78213.33333,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
5A/1,5.7,31,5A/1,Oct,170,4306.666667,5.7,VP,"Sep,2021",49,0.040129541,20,4.912281,8.355263,0,80,1826,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,22757,114,952.5,45783,44,310,2507.9,3,7523.7,2035.087719,51555.55556,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
5A/2,7.62,29,5A/2,Oct,178.5,6045.2,7.62,VP,"Nov,2021",47,0.05364686,19,3.910761,8.077773,0,80,1616,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,28523,144.78,1169.5,45783,81,310,1767,4,7068,2049.606299,69413.33333,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
5B/1,4.18,30,5B/1,Oct,234.84689,4362.933333,4.18,VP,"May,2024",17,0.02942833,34,4.30622,5.389811,240,400,1964,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,22183,142.12,766,45765,196,310,2362.2,4,9448.8,2283.732057,42426.66667,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
6A/1,2,12,6A/1,Oct,312,2773.333333,2,VP,"Apr,2023",30,0.014080541,33,4.666667,6.939394,160,400,2558,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,13505,66,458,45818,143,310,1116,4,4464,2375,21111.11111,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
6A/2,2,36,6A/2,Oct,255,2266.666667,2,VP,"Feb,2025",8,0.0141,26,5.833333,6.471154,160,240,1693,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,6810,52,336.5,45911,50,310,923.8,4,3695.2,3433,30515.55556,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
6A/2/1,2,42,6A/2/1,Oct,136,1208.888889,2,VP,"May,2024",17,0.014080541,28,6.583333,9.892857,240,480,2473,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,13208,56,554,45779,182,310,620,4,2480,1391,12364.44444,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
6B/2/3,3,30,6B/2/3,Oct,272,3626.666667,3,VP,"Oct,2021",48,0.021120811,33,7.933333,10.535354,160,400,2956,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,23531,99,1043,45783,249,310,1295.8,4,5183.2,3200,42666.66667,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
6B/4,3,17,6B/4,Oct,242.25,3230,3,VP,"Feb,2025",8,0.0227,23,2.992776,2.934446,140,300,1193,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,4851,74,218,45905,56,310,930,4,3720,2850,38000,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
7,3,12,7,Oct,187,2493.333333,3,VP,"Apr,2023",30,0.021120811,35,4.611111,5.542857,160,480,2572,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,20121,105,582,45783,178,310,620,4,2480,2233,29773.33333,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
1-Jul,3.73,7,1-Jul,Oct,139.643432,2314.977778,3.73,VP,"Sep,2023",23,0.026260208,35,4.110813,6.641134,160,400,2550,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,24907,130.55,867,45788,173,250,567.5,3,1702.5,1420.643432,23551.11111,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
7A,1.54,43,7A,Oct,51,349.066667,1.54,SD,"Oct,2024",12,0.010842016,35,4.935065,4.471243,160,160,1087,14.71941122,14.71941122,3,25.68421053,24.54356846,4.935064935,4.471243043,5915,53.9,241,45783,301,250,600,4,2400,492.298701,3369.511111,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
1-Aug,6,12,1-Aug,Oct,170,4533.333333,6,VP,"Apr,2023",30,0.042241622,23,8.416667,10.576087,160,240,2504,9.584664537,4.35,2,21.90594059,27.37923947,8.416666667,10.57608696,39960,138,1459.5,45947,14,310,620,4,2480,2035.833333,54288.88889,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
2-Aug,6.55,6,2-Aug,Oct,170,4948.888889,6.55,VP,"Oct,2023",24,0.046113771,18,6.92112,9.126378,160,240,1800,13.33333333,5.11,2,23.34558824,28.94423792,6.921119593,9.126378287,31144,117.9,1076,45884,77,310,1860,4,7440,2000,58222.22222,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
9,6.45,18,9,Oct,93.5,2680.333333,6.45,SD,"Oct,2022",36,0.045409744,22,6.472868,7.811839,160,160,1821,8.786381109,8.786381109,1,20.30538922,23.18899414,6.472868217,7.811839323,25705,141.9,1108.5,45783,55,250,385,4,1540,1100,31533.33333,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
9A,2,18,9A,Oct,170,1511.111111,2,SD,Nov.2022,36,0.014080541,21,9.5,11.619048,80,240,2222,10.80108011,10.80108011,2,19.76315789,23.40163934,9.5,11.61904762,11420,42,488,45783,23,180,1161,3,3483,2000,17777.77778,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
9A/2,2.4,23,9A/2,Oct,12.75,136,2.4,VP,Rev 2022,41,0.016896649,4,0,8.333333,40,40,69,57.97101449,4.82,0,0,0,0,0,227,9.6,80,45783,53,180,225,4,900,150,1600,Oct,2024,25.1,14.9,22.1,24.6,86.4,78.9,5,1.61,101.9,8
10,2.67,35,10,Nov,237.5,2818.333333,2.67,SD,Feb.2025,8,0.018797522,17,4.822097,5.155321,140,220,1544,14.24870466,14.24870466,3,25.04854369,22.5042735,4.822097378,5.155320555,5266,45.39,234,45783,178,180,360,3,1080,2500,29666.66667,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
10/2A,3.6,37,10/2A,Nov,0,0,3.6,VP,"June.,2024",17,0.025344973,23,7.12963,8.629227,160,320,1760,18.18181818,5.72,2,30.42857143,24.89293212,7.12962963,8.629227053,17786,82.8,714.5,45939,22,250,750,3,2250,974.666667,15594.66667,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
3-Oct,2,12,3-Oct,Nov,190,1688.888889,2,VP,"Apr,2023",30,0.014080541,27,9,9.5,160,400,2477,16.14856681,4.4,3,24.55555556,27.34697856,9,9.5,14029,54,513,45824,137,310,1317.5,4,5270,2000,17777.77778,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
4-Oct,1.25,48,4-Oct,Nov,133,738.888889,1.25,VP,"June,2024",17,0.008800338,21,10.4,9.333333,160,320,1871,17.10315339,4.39,3,17.35897436,25.12244898,10.4,9.333333333,6155,26.25,245,45918,43,250,500,4,2000,1124.2,6245.555556,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
11,6.48,31,11,Nov,209,6019.2,6.48,VP,Oct.2024,14,0.045620952,35,4.73251,5.95679,160,240,1163,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,29229,226.8,1351,45788,173,310,2030.5,4,8122,2200,63360,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
1-Nov,2.98,6,1-Nov,Nov,223.557047,2960.888889,2.98,VP,"Oct,2023",23,0.020980006,22,10.626398,16.015863,160,320,3001,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,24854,65.56,1050,45903,58,310,2008.8,4,8035.2,2201.342282,29155.55556,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
11/1A,2.27,24,11/1A,Nov,266,2683.644444,2.27,VP,"Apr,2022",42,0.015981414,20,11.306902,18.11674,80,240,3273,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,17433,45.4,822.5,45783,52,310,930,4,3720,2800,28248.88889,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
12,6.39,17,12,Nov,152,4316.8,6.39,SD,"Nov,2022",35,0.044987328,34,4.042775,5.237964,160,400,1758,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,28154,217.26,1138,45783,183,250,667.5,4,2670,1600,45440,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
1-Dec,4.25,7,1-Dec,Nov,266,5024.444444,4.25,VP,"Oct,2023",24,0.029921149,25,13.823529,16.475294,320,560,4441,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,47630,106.25,1750.5,45931,30,310,1156.3,4,4625.2,2800,52888.88889,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
1A/1,4,21,1A/1,Nov,263.75,4688.888889,4,VP,"Jul,2022",38,0.028161081,22,7.833333,9.420455,160,320,2352,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,20801,88,829,45931,23,200 Kgs.,180,250,310,2350,41777.77778,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
1A/2,4.09,23,1A/2,Nov,233.662592,4247.466667,4.09,VP,"Apr,2022",40,0.028794706,22,6.356968,9.274283,80,320,1930,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,19279,89.98,834.5,45931,30,250,1000,3,3000,1779.462103,32346.66667,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
1B/1,2.31,23,1B/1,Nov,238.580087,2449.422222,2.31,VP,"May,2022",40,0.016263025,19,10.606061,8.98838,80,240,1718,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,10059,43.89,394.5,,80,250,1022.5,3,3067.5,1859.74026,19093.33333,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
2,5.24,36,2,Nov,199.625954,4649.066667,5.24,VP,"Jan,2025",2,0.0369,11,0,4.510756,0,80,618,12.94498382,4.39,0,0,21.56923077,0,4.510756419,5608,58,260,45945,16,250,1625,4,6500,1828.625954,42586.66667,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
2A,6.5,31,2A,Nov,171,4940,6.5,VP,"Jan 2025,",2,0.0458,16,0,4.980769,0,80,920,8.695652174,4.66,0,0,20.91505792,0,4.980769231,10834,104,518,45934,27,250,577.5,3,1732.5,1784.615385,51555.55556,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
3,5,37,3,Nov,0,0,5,VP,"Aug, 2024",15,0.035201352,21,7.066667,7.585714,160,240,1505,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,19434,105,796.5,45799,162,250,1310,4,5240,1496.8,33262.22222,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
4,8.09,17,4,Nov,209,7514.711111,8.09,VP,"Nov,2022",35,0.056955787,16,7.10754,10.56474,160,240,1906,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,35798,129.44,1367.5,45840,121,310,1550,4,6200,2175.278121,78213.33333,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
5A/1,5.7,31,5A/1,Nov,190,4813.333333,5.7,VP,"Sep,2021",49,0.040129541,20,4.912281,8.355263,0,80,1826,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,22757,114,952.5,45783,44,310,2507.9,3,7523.7,2035.087719,51555.55556,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
5A/2,7.62,29,5A/2,Nov,199.5,6756.4,7.62,VP,"Nov,2021",47,0.05364686,19,3.910761,8.077773,0,80,1616,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,28523,144.78,1169.5,45783,81,310,1767,4,7068,2049.606299,69413.33333,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
5B/1,4.18,30,5B/1,Nov,244.885167,4549.422222,4.18,VP,"May,2024",17,0.02942833,34,4.30622,5.389811,240,400,1964,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,22183,142.12,766,45765,196,310,2362.2,4,9448.8,2283.732057,42426.66667,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
6A/1,2,12,6A/1,Nov,259,2302.222222,2,VP,"Apr,2023",30,0.014080541,33,4.666667,6.939394,160,400,2558,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,13505,66,458,45818,143,310,1116,4,4464,2375,21111.11111,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
6A/2,2,36,6A/2,Nov,335,2977.777778,2,VP,"Feb,2025",8,0.0141,26,5.833333,6.471154,160,240,1693,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,6810,52,336.5,45911,50,310,923.8,4,3695.2,3433,30515.55556,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
6A/2/1,2,42,6A/2/1,Nov,252,2240,2,VP,"May,2024",17,0.014080541,28,6.583333,9.892857,240,480,2473,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,13208,56,554,45779,182,310,620,4,2480,1391,12364.44444,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
6B/2/3,3,30,6B/2/3,Nov,304,4053.333333,3,VP,"Oct,2021",48,0.021120811,33,7.933333,10.535354,160,400,2956,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,23531,99,1043,45783,249,310,1295.8,4,5183.2,3200,42666.66667,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
6B/4,3,17,6B/4,Nov,270.75,3610,3,VP,"Feb,2025",8,0.0227,23,2.992776,2.934446,140,300,1193,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,4851,74,218,45905,56,310,930,4,3720,2850,38000,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
7,3,12,7,Nov,209,2786.666667,3,VP,"Apr,2023",30,0.021120811,35,4.611111,5.542857,160,480,2572,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,20121,105,582,45783,178,310,620,4,2480,2233,29773.33333,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
1-Jul,3.73,7,1-Jul,Nov,133,2204.844444,3.73,VP,"Sep,2023",23,0.026260208,35,4.110813,6.641134,160,400,2550,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,24907,130.55,867,45788,173,250,567.5,3,1702.5,1420.643432,23551.11111,Nov,2024,24.5,14.3,21.4,23.5,88.1,85.6,4.3,2.33,445.2,18
